,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster
6348,C16523,447.563656,0.909091,911.09,911.09,0.0,896.215958,0.583333,0.583333,0.0,0.166667,4,9,1200.0,2160.154624,220.00774199999998,0.11111099999999999,12,0
6349,C16524,1346.777622,1.0,1798.15,357.8,1440.35,0.0,1.0,0.25,1.0,0.0,0,40,1500.0,1213.4898349999999,712.170112,0.0,12,0
6350,C16525,1981.113728,1.0,0.0,0.0,0.0,199.183245,0.0,0.0,0.0,0.272727,3,0,2000.0,442.17126900000005,3018.891963,0.0,11,0
6353,C16528,964.0999800000001,1.0,1074.96,0.0,1074.96,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,446.36843200000004,1192.827241,0.0,12,0
6355,C16530,413.33108799999997,1.0,0.0,0.0,0.0,708.62821,0.0,0.0,0.0,0.777778,11,0,500.0,453.051033,131.544615,0.0,9,0
6357,C16532,207.63278300000002,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,0.0,0.0,0.0,12,0
6358,C16533,767.871111,1.0,1878.51,0.0,1878.51,929.9471,0.833333,0.0,0.75,0.5,6,22,2500.0,1261.146488,270.076156,0.0,12,0
6359,C16534,1093.027318,1.0,0.0,0.0,0.0,92.01775,0.0,0.0,0.0,0.083333,1,0,1200.0,330.59210299999995,227.75559700000002,0.0,12,0
6361,C16536,2285.604784,1.0,75.0,0.0,75.0,2539.047806,0.25,0.0,0.25,0.333333,13,3,2500.0,531.583507,1072.9052550000001,0.0,12,0
6362,C16537,46.000465000000005,0.818182,531.5,0.0,531.5,0.0,0.75,0.0,0.5,0.0,0,15,4000.0,544.460735,159.51900700000002,1.0,12,0
6363,C16538,27.857993,0.636364,352.23,0.0,352.23,0.0,0.5,0.0,0.416667,0.0,0,7,2500.0,299.490096,98.217199,0.272727,12,0
6364,C16539,1756.2064670000002,1.0,0.0,0.0,0.0,1468.349502,0.0,0.0,0.0,0.25,15,0,3000.0,324.251074,705.810164,0.0,12,0
6365,C16540,4.686854,0.428571,28.8,0.0,28.8,0.0,0.428571,0.0,0.28571399999999997,0.0,0,3,1500.0,34.401590999999996,60.436139000000004,1.0,7,0
6366,C16541,1462.921098,1.0,609.16,609.16,0.0,1054.2866720000002,0.25,0.25,0.0,0.25,4,3,2000.0,506.06829500000003,314.8002,0.0,12,0
6368,C16543,1134.988498,1.0,935.04,540.81,394.23,996.5439369999999,0.916667,0.5,0.75,0.5,15,20,4000.0,298.878026,235.54901800000002,0.0,12,0
6369,C16544,1316.1793519999999,1.0,1278.04,0.0,1278.04,114.84324299999999,1.0,0.0,1.0,0.083333,1,28,1200.0,2069.375056,1951.939159,0.0,12,0
6370,C16545,2300.825677,0.875,522.06,0.0,522.06,2809.026116,0.875,0.0,0.75,0.125,1,7,3000.0,469.928446,1711.018102,0.0,8,0
6372,C16547,1504.980887,1.0,322.81,184.71,138.1,0.0,0.583333,0.416667,0.5,0.0,0,15,1600.0,467.652307,644.070346,0.0,12,0
6374,C16549,1552.6879609999999,1.0,654.16,557.16,97.0,0.0,0.75,0.5,0.583333,0.0,0,21,1500.0,1041.793202,1676.396511,0.0,12,0
6376,C16551,1097.718192,1.0,0.0,0.0,0.0,77.325405,0.0,0.0,0.0,0.333333,4,0,1200.0,278.781487,425.605099,0.0,12,0
6377,C16552,1150.280984,1.0,450.0,250.0,200.0,0.0,0.25,0.166667,0.083333,0.0,0,4,1200.0,839.7540130000001,766.890275,0.0,12,0
6379,C16554,1631.5739039999999,1.0,112.56,112.56,0.0,0.0,0.181818,0.181818,0.0,0.0,0,3,1700.0,439.13288600000004,690.430521,0.0,11,0
6381,C16556,625.1442480000001,1.0,958.39,365.0,593.39,0.0,1.0,0.166667,1.0,0.0,0,30,4000.0,881.1598960000001,205.19802099999998,0.0,12,0
6384,C16559,287.787967,1.0,0.0,0.0,0.0,19.464101,0.0,0.0,0.0,0.083333,1,0,300.0,104.91918700000001,346.608792,0.0,12,0
6387,C16562,1475.485907,1.0,522.68,522.68,0.0,1635.215775,0.25,0.25,0.0,0.166667,4,7,3000.0,265.318943,572.110855,0.0,12,0
6388,C16563,419.727505,1.0,1945.8,0.0,1945.8,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,1348.7043130000002,171.24898000000002,0.181818,12,0
6391,C16566,1286.787274,1.0,0.0,0.0,0.0,68.190923,0.0,0.0,0.0,0.166667,2,0,1500.0,1602.22002,421.628447,0.0,12,0
6392,C16567,13.720529,0.454545,1724.77,935.67,789.1,0.0,0.833333,0.583333,0.583333,0.0,0,19,3500.0,1490.96569,28.103306,0.14285699999999998,12,0
6394,C16569,603.686346,1.0,397.5,88.0,309.5,63.384239,0.5,0.083333,0.416667,0.166667,2,12,1500.0,279.038144,269.861111,0.0,12,0
6398,C16573,42.045574,1.0,90.0,90.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4000.0,28.556632,141.90112,0.0,12,0
6399,C16574,1155.509859,1.0,564.0,564.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,6,4000.0,279.047416,295.461365,0.0,12,0
6401,C16576,1406.504164,1.0,0.0,0.0,0.0,105.811869,0.0,0.0,0.0,0.083333,1,0,1500.0,278.864694,2334.712799,0.0,12,0
6402,C16577,1358.513908,1.0,0.0,0.0,0.0,73.87028199999999,0.0,0.0,0.0,0.083333,2,0,1500.0,353.105652,435.80986900000005,0.0,12,0
6403,C16578,372.722601,0.909091,819.7,0.0,819.7,0.0,0.909091,0.0,0.818182,0.0,0,10,1500.0,87.828439,194.003982,0.0,11,0
6405,C16580,1963.6986170000002,1.0,1582.88,1259.82,323.06,2601.802794,0.166667,0.083333,0.083333,0.333333,5,12,2500.0,4138.243604,806.8663650000001,0.0,12,0
6407,C16583,157.907139,1.0,499.92,0.0,499.92,1093.855719,1.0,0.0,1.0,0.166667,4,12,3000.0,788.375119,150.191528,0.0,12,0
6410,C16586,65.11995,0.636364,898.64,470.2,428.44,0.0,0.416667,0.25,0.25,0.0,0,13,2500.0,672.702547,179.114318,0.6,12,0
6411,C16587,889.955252,1.0,40.0,40.0,0.0,3124.247282,0.083333,0.083333,0.0,0.416667,8,1,3000.0,977.1563130000001,244.338227,0.083333,12,0
6412,C16588,550.533381,0.714286,0.0,0.0,0.0,2486.6246960000003,0.0,0.0,0.0,0.714286,23,0,1500.0,3762.550924,177.096478,0.333333,7,0
6413,C16589,221.86187400000003,1.0,0.0,0.0,0.0,250.779227,0.0,0.0,0.0,0.083333,2,0,2500.0,209.265168,203.118526,0.0,12,0
6415,C16591,1162.7795,1.0,757.37,0.0,757.37,131.28406,1.0,0.0,1.0,0.083333,1,13,1000.0,512.3159509999999,3533.6653850000002,0.0,12,0
6416,C16592,1338.934027,1.0,0.0,0.0,0.0,1297.7771779999998,0.0,0.0,0.0,0.272727,7,0,4000.0,423.092478,634.989453,0.0,11,0
6418,C16594,1248.332959,1.0,478.32,198.0,280.32,157.20552,0.583333,0.083333,0.416667,0.083333,2,8,4000.0,1429.176523,360.158214,0.0,12,0
6420,C16596,7.14111,0.727273,288.0,0.0,288.0,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,228.85349900000003,24.171054,0.0,12,0
6425,C16601,538.768762,0.909091,226.95,129.58,97.37,452.00912999999997,0.545455,0.090909,0.454545,0.272727,8,9,1200.0,946.649324,211.22000099999997,0.0,11,0
6432,C16608,33.535261,1.0,319.98,0.0,319.98,0.0,1.0,0.0,0.833333,0.0,0,6,1000.0,264.453806,88.798002,1.0,6,0
6434,C16610,710.811464,0.75,633.87,320.0,313.87,672.991175,0.75,0.125,0.625,0.25,4,17,1000.0,474.226839,686.170196,0.0,8,0
6436,C16612,61.463646999999995,0.166667,0.0,0.0,0.0,989.053104,0.0,0.0,0.0,0.166667,2,0,1200.0,0.0,0.0,0.0,6,0
6437,C16613,226.445662,0.909091,0.0,0.0,0.0,291.685333,0.0,0.0,0.0,0.083333,1,0,1500.0,138.84951,187.570875,0.0,12,0
6438,C16614,1540.4782480000001,1.0,1494.11,171.51,1322.6,320.569363,1.0,0.083333,1.0,0.083333,4,51,1000.0,347.092355,10830.18182,0.0,12,0
6439,C16615,88.905573,0.727273,537.56,537.56,0.0,0.0,0.25,0.25,0.0,0.0,0,6,2500.0,563.972982,210.924256,0.0,12,0
6440,C16616,846.091011,1.0,2599.2,1212.28,1386.92,0.0,0.916667,0.333333,0.916667,0.0,0,19,3000.0,1900.699307,195.516066,0.0,12,0
6442,C16618,31.870621999999997,0.636364,125.06,0.0,125.06,0.0,0.5,0.0,0.5,0.0,0,6,1000.0,264.43684,149.607903,0.0,12,0
6446,C16622,8.59137,0.636364,125.0,0.0,125.0,0.0,0.5,0.0,0.416667,0.0,0,6,3000.0,194.532194,118.37122600000001,0.8,12,0
6447,C16623,4.924829,0.272727,65.97,0.0,65.97,0.0,0.25,0.0,0.166667,0.0,0,3,4000.0,178.11004,174.504822,1.0,12,0
6448,C16625,1906.104266,1.0,781.43,1.0,780.43,2097.271687,0.583333,0.083333,0.5,0.166667,2,16,3400.0,495.42753799999997,618.2806320000001,0.0,12,0
6449,C16626,1174.088448,1.0,0.0,0.0,0.0,39.500445,0.0,0.0,0.0,0.083333,1,0,1200.0,283.442187,463.961378,0.0,12,0
6453,C16630,336.749543,0.818182,3081.69,3081.69,0.0,0.0,0.5,0.5,0.0,0.0,0,22,2000.0,3631.007239,133.854497,0.0,12,0
6454,C16631,12.478094,0.5,217.91,0.0,217.91,0.0,0.875,0.0,0.75,0.0,0,7,1000.0,206.46057199999998,67.157083,0.0,8,0
6457,C16634,1614.278999,1.0,554.65,452.85,101.8,603.964591,0.5,0.333333,0.166667,0.25,3,13,2000.0,485.99847400000004,624.895688,0.0,12,0
6460,C16637,68.007411,1.0,488.66,0.0,488.66,0.0,1.0,0.0,0.9,0.0,0,19,1500.0,303.387025,143.461021,0.25,10,0
6462,C16639,276.93292,0.454545,0.0,0.0,0.0,936.59473,0.0,0.0,0.0,0.083333,2,0,1000.0,247.914645,152.028346,0.0,12,0
6463,C16640,14.983682,0.272727,280.0,280.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,300.0,304.243382,41.899840000000005,0.0,12,0
6464,C16641,811.638687,1.0,0.0,0.0,0.0,783.165528,0.0,0.0,0.0,0.083333,1,0,3000.0,608.913721,276.992932,0.0,12,0
6465,C16642,1081.672472,1.0,0.0,0.0,0.0,18.573429,0.0,0.0,0.0,0.083333,1,0,1500.0,1713.3115269999998,541.172178,0.1,12,0
6466,C16643,811.071722,1.0,208.92,0.0,208.92,206.635247,0.666667,0.0,0.666667,0.166667,2,8,2500.0,282.41470899999996,346.656778,0.0,12,0
6467,C16644,559.7503730000001,1.0,622.44,400.0,222.44,0.0,0.75,0.083333,0.666667,0.0,0,9,700.0,893.4949359999999,354.744949,0.083333,12,0
6468,C16645,834.825957,1.0,0.0,0.0,0.0,1195.000251,0.0,0.0,0.0,0.25,6,0,1200.0,1392.4393109999999,221.75254900000002,0.1,12,0
6469,C16646,2663.506152,1.0,0.0,0.0,0.0,181.289985,0.0,0.0,0.0,0.083333,1,0,3200.0,705.964088,957.5820689999999,0.0,12,0
6470,C16647,1396.625608,1.0,1163.49,639.37,524.12,1131.376682,0.916667,0.416667,0.666667,0.166667,7,20,1900.0,607.1228120000001,945.8765179999999,0.0,12,0
6471,C16648,11.725408,0.181818,178.0,178.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,1024.466785,85.691487,0.0,12,0
6472,C16650,826.3449730000001,1.0,108.4,0.0,108.4,950.872647,0.363636,0.0,0.363636,0.090909,1,4,1000.0,2068.816672,276.536946,0.090909,11,0
6475,C16653,1160.451877,0.909091,109.36,109.36,0.0,37.129509999999996,0.090909,0.090909,0.0,0.090909,1,2,1200.0,226.14946099999997,279.581839,0.0,11,0
6477,C16655,1141.383705,1.0,79.87,0.0,79.87,822.309143,0.166667,0.0,0.166667,0.583333,16,2,1200.0,457.956974,569.652843,0.0,12,0
6478,C16656,1928.254972,0.9,293.26,293.26,0.0,830.670122,0.1,0.1,0.0,0.1,1,2,2000.0,496.91788899999995,533.486552,0.0,10,0
6480,C16658,395.722912,1.0,1837.15,1534.65,302.5,0.0,1.0,0.916667,0.916667,0.0,0,62,2000.0,914.845569,279.508067,0.5,12,0
6481,C16659,54.250363,0.8,317.4,317.4,0.0,0.0,0.3,0.3,0.0,0.0,0,4,3000.0,234.89497200000002,126.945378,0.0,10,0
6482,C16660,179.36245300000002,0.545455,839.09,0.0,839.09,331.493048,0.833333,0.0,0.75,0.083333,1,11,3000.0,555.713401,91.081745,0.0,12,0
6483,C16661,347.928329,1.0,832.37,427.96,404.41,0.0,1.0,0.416667,1.0,0.0,0,31,1000.0,752.7067059999999,194.408347,0.0,12,0
6485,C16663,1389.085585,1.0,0.0,0.0,0.0,2773.573526,0.0,0.0,0.0,0.75,14,0,2000.0,2100.404477,353.421122,0.0,12,0
6486,C16664,16.848357999999998,1.0,103.08,0.0,103.08,0.0,0.333333,0.0,0.25,0.0,0,4,2900.0,0.0,0.0,0.0,12,0
6487,C16665,50.940247,1.0,426.47,0.0,426.47,0.0,0.916667,0.0,0.833333,0.0,0,11,3000.0,409.376563,174.613628,1.0,12,0
6490,C16668,136.268319,1.0,757.49,487.61,269.88,1360.5536960000002,1.0,0.083333,0.916667,0.583333,10,26,2000.0,4086.2779630000005,1723.818986,0.5,12,0
6491,C16669,470.91505,1.0,907.5,574.5,333.0,0.0,0.583333,0.166667,0.333333,0.0,0,10,1500.0,1065.2708539999999,187.996032,0.0,12,0
6493,C16671,13.718373000000001,1.0,401.88,0.0,401.88,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,421.927253,161.278772,0.833333,12,0
6497,C16675,1267.0811429999999,1.0,309.9,0.0,309.9,0.0,0.5,0.0,0.5,0.0,0,6,3000.0,697.2238169999999,342.41247599999997,0.0,12,0
6500,C16678,68.607989,0.909091,584.26,188.54,395.72,0.0,1.0,0.083333,1.0,0.0,0,26,4000.0,298.014685,130.10247900000002,0.090909,12,0
6501,C16679,2141.6750030000003,1.0,0.0,0.0,0.0,2314.315073,0.0,0.0,0.0,0.22222199999999998,4,0,2500.0,444.71035700000004,455.578433,0.0,9,0
6502,C16680,1699.100066,1.0,73.5,73.5,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1700.0,429.500066,992.881958,0.0,12,0
6503,C16681,504.248851,1.0,472.09,0.0,472.09,0.0,0.916667,0.0,0.916667,0.0,0,11,1000.0,209.360972,282.38158300000003,0.0,12,0
6504,C16682,545.819208,1.0,49.55,0.0,49.55,0.0,0.25,0.0,0.25,0.0,0,3,2500.0,397.410932,247.041179,0.0,12,0
6505,C16683,748.352082,1.0,1199.77,464.39,735.38,550.543385,0.916667,0.333333,0.833333,0.333333,7,24,1200.0,622.155263,317.100121,0.090909,12,0
6506,C16684,3.6471169999999997,0.1,0.0,0.0,0.0,58.174402,0.0,0.0,0.0,0.1,2,0,1200.0,0.0,0.0,0.0,10,0
6507,C16685,70.831061,1.0,531.0,300.0,231.0,0.0,0.916667,0.333333,0.916667,0.0,0,16,1500.0,497.38359800000006,153.202749,0.25,12,0
6508,C16686,403.08626,1.0,2351.25,0.0,2351.25,0.0,1.0,0.0,1.0,0.0,0,11,2500.0,2247.0457969999998,166.021681,0.090909,11,0
6509,C16687,1337.57386,1.0,0.0,0.0,0.0,36.473828000000005,0.0,0.0,0.0,0.083333,1,0,3000.0,395.38524900000004,324.284676,0.0,12,0
6510,C16688,46.86925,1.0,420.0,0.0,420.0,0.0,1.0,0.0,0.833333,0.0,0,6,1000.0,411.981882,16.730028,0.0,6,0
6511,C16689,1772.610312,1.0,1400.0,0.0,1400.0,0.0,0.583333,0.0,0.583333,0.0,0,10,1500.0,1810.2183670000002,4000.038682,0.0,12,0
6513,C16691,779.701771,1.0,116.66,0.0,116.66,2422.015644,0.166667,0.0,0.083333,0.25,6,6,1500.0,3378.436972,193.568746,0.25,12,0
6514,C16692,0.187069,0.090909,522.0,290.0,232.0,0.0,0.666667,0.083333,0.666667,0.0,0,9,2900.0,760.989921,0.0,0.0,12,0
6515,C16693,2.752576,0.181818,30.9,0.0,30.9,0.0,0.166667,0.0,0.166667,0.0,0,2,3000.0,174.049821,114.010269,0.333333,12,0
6517,C16695,644.9339110000001,0.833333,7.26,0.0,7.26,966.7493720000001,0.166667,0.0,0.166667,0.166667,1,1,1500.0,431.732367,92.246251,0.0,6,0
6518,C16697,3.6909440000000004,0.25,167.68,0.0,167.68,0.0,1.0,0.0,0.875,0.0,0,8,1500.0,614.893679,27.782057000000002,0.166667,8,0
6519,C16698,1695.52577,1.0,199.92,0.0,199.92,1995.6093649999998,1.0,0.0,1.0,0.083333,1,12,4000.0,578.152341,503.162275,0.0,12,0
6520,C16699,1374.4313960000002,1.0,81.0,0.0,81.0,0.0,0.75,0.0,0.75,0.0,0,9,3000.0,356.933062,540.428943,0.0,12,0
6523,C16702,1340.549378,1.0,591.0,0.0,591.0,0.0,1.0,0.0,1.0,0.0,0,12,1250.0,706.517216,1410.942649,0.0,12,0
6524,C16703,38.086857,0.545455,447.78,0.0,447.78,0.0,0.416667,0.0,0.416667,0.0,0,6,4000.0,757.855943,143.5366,1.0,12,0
6525,C16704,2724.685011,1.0,0.0,0.0,0.0,724.6944110000001,0.0,0.0,0.0,0.25,5,0,3000.0,1351.895242,997.9185150000001,0.0,12,0
6526,C16705,0.0,0.0,45.53,0.0,45.53,0.0,0.416667,0.0,0.416667,0.0,0,5,2500.0,0.0,0.0,0.0,12,0
6527,C16706,8.362878,1.0,234.0,0.0,234.0,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,234.80229300000002,180.364348,0.833333,12,0
6529,C16708,130.644698,1.0,338.79,0.0,338.79,0.0,0.916667,0.0,0.916667,0.0,0,19,1500.0,196.79846,176.91481100000001,0.083333,12,0
6530,C16709,617.597272,0.714286,0.0,0.0,0.0,1080.735496,0.0,0.0,0.0,0.28571399999999997,9,0,1200.0,111.57938899999999,180.970792,0.0,7,0
6531,C16710,169.60001599999998,0.272727,36.79,0.0,36.79,2596.426866,0.083333,0.0,0.083333,0.25,10,1,1500.0,1086.4952210000001,69.858754,0.090909,12,0
6532,C16711,631.959341,1.0,0.0,0.0,0.0,19.388248,0.0,0.0,0.0,0.083333,1,0,700.0,161.443162,328.060694,0.0,12,0
6533,C16712,98.937198,1.0,676.31,601.31,75.0,0.0,0.833333,0.75,0.083333,0.0,0,17,1050.0,668.102469,182.798058,0.0,12,0
6534,C16713,1222.050009,1.0,0.0,0.0,0.0,1143.669546,0.0,0.0,0.0,0.166667,5,0,2500.0,291.446692,386.604593,0.0,12,0
6535,C16714,92.85938900000001,1.0,468.96,0.0,498.96,0.0,1.0,0.0,0.833333,0.0,0,5,1000.0,348.784045,87.169565,1.0,6,0
6536,C16715,84.3929,0.909091,141.84,0.0,141.84,0.0,0.75,0.0,0.75,0.0,0,23,1200.0,371.75976099999997,158.208417,0.1,12,0
6539,C16718,32.894020000000005,1.0,271.68,0.0,271.68,0.0,0.666667,0.0,0.583333,0.0,0,12,2400.0,226.74491400000002,167.809303,0.083333,12,0
6540,C16719,1445.383522,1.0,0.0,0.0,0.0,342.162677,0.0,0.0,0.0,0.416667,7,0,1700.0,430.83389400000004,493.978138,0.0,12,0
6541,C16720,1907.7793629999999,1.0,2074.08,0.0,2074.08,0.0,1.0,0.0,1.0,0.0,0,17,1500.0,1796.60533,4816.916305,0.0,12,0
6542,C16721,738.992204,1.0,0.0,0.0,0.0,186.282849,0.0,0.0,0.0,0.083333,1,0,2000.0,386.913089,255.05240600000002,0.0,12,0
6543,C16722,4.822037,0.833333,58.32,0.0,58.32,0.0,0.833333,0.0,0.833333,0.0,0,6,1000.0,65.76347,32.631347,0.666667,6,0
6544,C16723,148.376249,0.363636,600.0,600.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,731.400261,178.462119,0.0,12,0
6546,C16725,151.704474,1.0,0.0,0.0,0.0,87.794993,0.0,0.0,0.0,0.166667,2,0,150.0,316.324154,277.04089500000003,0.0,12,0
6547,C16726,72.351933,1.0,245.84,0.0,245.84,0.0,0.833333,0.0,0.833333,0.0,0,10,1200.0,187.34317,172.747168,0.166667,12,0
6548,C16727,2.9072709999999997,0.2,53.0,53.0,0.0,0.0,0.1,0.1,0.0,0.0,0,1,1000.0,239.669232,72.466408,0.0,10,0
6549,C16728,1347.883104,1.0,174.05,69.55,104.5,1714.06927,0.166667,0.083333,0.083333,0.25,5,3,3000.0,1711.8646649999998,392.529445,0.0,12,0
6551,C16730,871.3554300000001,0.545455,174.93,174.93,0.0,2621.431555,0.083333,0.083333,0.0,0.166667,6,2,3000.0,4898.947715,369.605826,0.0,12,0
6552,C16731,1915.189848,1.0,0.0,0.0,0.0,1390.387875,0.0,0.0,0.0,0.25,4,0,2500.0,714.25653,544.7049519999999,0.0,12,0
6553,C16732,851.8806480000001,0.909091,1476.7,934.59,542.11,903.9356439999999,0.636364,0.454545,0.363636,0.272727,3,18,1200.0,2207.649199,613.1309769999999,0.125,11,0
6555,C16734,177.37196699999998,1.0,534.0,0.0,534.0,0.0,0.666667,0.0,0.5,0.0,0,8,3500.0,453.35796500000004,194.132474,0.0,12,0
6558,C16737,44.539341,0.363636,94.3,71.8,22.5,0.0,0.25,0.083333,0.25,0.0,0,4,2500.0,940.026302,147.851745,0.0,12,0
6559,C16738,38.424273,1.0,442.04,0.0,442.04,0.0,0.666667,0.0,0.666667,0.0,0,12,2000.0,435.927928,129.15278600000002,0.8,12,0
6561,C16740,1459.853158,1.0,1365.0,1365.0,0.0,363.867229,0.090909,0.090909,0.0,0.090909,1,3,1800.0,1751.977457,844.9751960000001,0.0,11,0
6562,C16741,1572.097459,1.0,0.0,0.0,0.0,1128.8765460000002,0.0,0.0,0.0,0.083333,3,0,2500.0,402.317895,402.142382,0.0,12,0
6563,C16742,1646.38453,1.0,1047.34,1047.34,0.0,146.650389,0.583333,0.583333,0.0,0.166667,2,51,3000.0,462.848132,497.408854,0.0,12,0
6565,C16744,45.22614,0.727273,0.0,0.0,0.0,146.123548,0.0,0.0,0.0,0.083333,1,0,150.0,298.10235,127.897927,0.0,12,0
6567,C16746,1519.317855,1.0,0.0,0.0,0.0,548.289216,0.0,0.0,0.0,0.166667,2,0,2000.0,456.098668,392.102723,0.0,12,0
6569,C16748,32.916536,1.0,300.62,0.0,300.62,0.0,1.0,0.0,0.916667,0.0,0,12,1200.0,301.102633,152.00045,0.454545,12,0
6570,C16749,8.849404,0.454545,220.99,0.0,220.99,0.0,0.916667,0.0,0.833333,0.0,0,11,1000.0,286.305162,52.843213,0.125,12,0
6571,C16750,5.663355,0.363636,35.0,35.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,394.76184700000005,56.8815,0.1,12,0
6572,C16751,298.651615,0.8888889999999999,0.0,0.0,0.0,470.48823899999996,0.0,0.0,0.0,0.11111099999999999,1,0,1000.0,309.69761,144.64181399999998,0.0,9,0
6573,C16752,734.337883,1.0,55.68,0.0,55.68,0.0,0.166667,0.0,0.166667,0.0,0,2,1000.0,938.997556,2896.436166,0.0,12,0
6574,C16753,56.68168000000001,1.0,827.2,0.0,827.2,0.0,1.0,0.0,1.0,0.0,0,20,1000.0,798.6815740000001,174.491545,0.666667,12,0
6575,C16755,66.048562,1.0,696.78,0.0,696.78,0.0,0.916667,0.0,0.75,0.0,0,17,2000.0,617.678129,155.950733,1.0,12,0
6578,C16759,37.980086,1.0,450.0,0.0,450.0,0.0,1.0,0.0,1.0,0.0,0,12,2700.0,425.28033200000004,166.65223,0.666667,12,0
6580,C16761,72.188087,1.0,117.9,117.9,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,3400.0,14.500688,113.96365300000001,0.0,12,0
6583,C16764,18.287569,1.0,777.0,0.0,777.0,0.0,1.0,0.0,1.0,0.0,0,24,1200.0,706.055693,69.448419,1.0,12,0
6584,C16765,1421.169324,1.0,0.0,0.0,0.0,37.440222,0.0,0.0,0.0,0.2,2,0,1500.0,224.08811200000002,481.62948600000004,0.0,10,0
6589,C16770,1125.697524,1.0,0.0,0.0,0.0,504.06979400000006,0.0,0.0,0.0,0.5,8,0,1200.0,599.233796,625.0247049999999,0.0,12,0
6590,C16771,25.998898999999998,0.11111099999999999,0.0,0.0,0.0,466.387778,0.0,0.0,0.0,0.11111099999999999,1,0,4000.0,0.0,0.0,0.0,9,0
6591,C16772,1794.531623,1.0,0.0,0.0,0.0,1050.199464,0.0,0.0,0.0,0.166667,5,0,2500.0,2562.51109,527.259216,0.083333,12,0
6592,C16773,207.099447,1.0,1764.0,0.0,1764.0,0.0,1.0,0.0,1.0,0.0,0,12,400.0,1667.797657,2090.378842,0.545455,12,0
6593,C16774,875.103005,1.0,0.0,0.0,0.0,2988.0624510000002,0.0,0.0,0.0,0.333333,12,0,2000.0,2168.617114,195.662172,0.4,12,0
6595,C16776,917.531824,1.0,0.0,0.0,0.0,1273.778445,0.0,0.0,0.0,0.083333,1,0,1600.0,1498.695114,331.493084,0.083333,12,0
6596,C16777,1969.647597,1.0,0.0,0.0,0.0,1973.843982,0.0,0.0,0.0,0.333333,5,0,2000.0,2209.452275,669.786627,0.0,12,0
6597,C16778,25.72535,0.363636,150.48,0.0,150.48,0.0,0.25,0.0,0.25,0.0,0,3,2500.0,558.52387,200.77995,0.0,12,0
6599,C16780,2433.487018,1.0,0.0,0.0,0.0,348.296735,0.0,0.0,0.0,0.272727,6,0,2500.0,527.171985,1097.372571,0.0,11,0
6602,C16784,1452.616145,1.0,522.29,45.65,476.64,0.0,1.0,0.083333,1.0,0.0,0,13,1500.0,851.3384050000001,1081.224031,0.0,12,0
6604,C16786,1166.337059,1.0,0.0,0.0,0.0,182.229942,0.0,0.0,0.0,0.5,7,0,1200.0,381.331067,328.158841,0.0,12,0
6606,C16789,765.6651099999999,1.0,0.0,0.0,0.0,924.6279910000001,0.0,0.0,0.0,0.083333,1,0,3000.0,703.7728559999999,249.298802,0.0,12,0
6607,C16790,905.771358,1.0,116.15,36.15,80.0,0.0,0.166667,0.083333,0.166667,0.0,0,3,1000.0,267.661028,199.189378,0.0,12,0
6608,C16791,540.157857,1.0,181.5,0.0,181.5,0.0,0.833333,0.0,0.833333,0.0,0,11,500.0,246.839723,669.292383,0.0,12,0
6609,C16792,1356.050482,1.0,65.82,39.9,25.92,0.0,1.0,0.166667,1.0,0.0,0,14,4000.0,493.72932199999997,390.037637,0.0,12,0
6610,C16793,779.431874,1.0,721.78,223.53,498.25,152.51189,1.0,0.166667,0.916667,0.083333,2,48,1500.0,796.646284,211.487323,0.0,12,0
6611,C16794,106.752843,0.727273,865.27,637.89,227.38,0.0,0.583333,0.583333,0.5,0.0,0,25,2000.0,1229.490211,139.98943899999998,0.11111099999999999,12,0
6612,C16795,1029.8533300000001,0.833333,727.51,727.51,0.0,1287.04473,0.333333,0.333333,0.0,0.666667,5,2,2500.0,86.72397600000001,232.760827,0.0,6,0
6613,C16796,313.802253,1.0,1146.37,792.1,354.27,1429.340234,0.583333,0.416667,0.416667,0.333333,8,22,2000.0,2736.9303,156.020535,0.181818,12,0
